robot_id	message_ts_sec	message_ts_nanosec	processing_ts	arrival_ts
robot_6	1779990205	292163834	1779990205293186229	1779990205293844090
robot_8	1779990205	294855185	1779990205296874616	1779990205297759218
robot_7	1779990205	333265336	1779990205334381100	1779990205335173887
robot_6	1779990205	392062346	1779990205393288241	1779990205394003921
robot_8	1779990205	394778415	1779990205396070686	1779990205396634691
robot_7	1779990205	433204826	1779990205434221321	1779990205435001989
robot_6	1779990205	492179323	1779990205495162327	1779990205495912475
robot_8	1779990205	495258333	1779990205499482836	1779990205500264236
robot_7	1779990205	533266942	1779990205535869917	1779990205536775614
robot_6	1779990205	592087234	1779990205593173436	1779990205593898815
robot_8	1779990205	594823800	1779990205595805018	1779990205596330934
robot_7	1779990205	633165825	1779990205634217722	1779990205635082996
robot_6	1779990205	692075908	1779990205693035782	1779990205693788808
robot_8	1779990205	694921568	1779990205696014008	1779990205696654514
robot_7	1779990205	733250947	1779990205734470335	1779990205735464667
robot_6	1779990205	792008272	1779990205793055966	1779990205794079824
robot_8	1779990205	794907801	1779990205795944068	1779990205796589294
robot_7	1779990205	833237343	1779990205834217087	1779990205835004671
robot_8	1779990205	895299802	1779990205897579115	1779990205898299403
robot_7	1779990205	933144336	1779990205934113569	1779990205934855145
robot_8	1779990205	994826450	1779990205995849169	1779990205996411114
robot_7	1779990206	33127588	1779990206034130622	1779990206034817595
robot_8	1779990206	94810669	1779990206095723603	1779990206096305513
robot_7	1779990206	133439726	1779990206134698863	1779990206135853078
robot_8	1779990207	194969792	1779990207195855780	1779990207212276489
robot_7	1779990207	233151085	1779990207234955764	1779990207235766670
robot_8	1779990207	294833580	1779990207295742362	1779990207296298131
robot_7	1779990207	333296432	1779990207334659096	1779990207335668991
robot_8	1779990207	395033887	1779990207396256197	1779990207397172842
robot_7	1779990207	433161113	1779990207434162918	1779990207434936709
robot_8	1779990207	495179266	1779990207498607366	1779990207499442970
robot_7	1779990207	533367654	1779990207534577510	1779990207535507560
robot_8	1779990207	594987283	1779990207595964807	1779990207596598318
robot_7	1779990207	633173240	1779990207634078483	1779990207634778886
robot_8	1779990207	694920364	1779990207695800317	1779990207696393459
robot_7	1779990207	733253705	1779990207734447887	1779990207735288713
robot_8	1779990207	794825761	1779990207795792422	1779990207796359657
robot_7	1779990207	833170869	1779990207834131547	1779990207835018062
robot_8	1779990207	895212600	1779990207897595191	1779990207898317295
robot_7	1779990207	933201162	1779990207934237717	1779990207935037222
robot_8	1779990207	995285884	1779990207996511261	1779990207997218189
robot_7	1779990208	33170113	1779990208034114752	1779990208034743511
robot_8	1779990208	94856889	1779990208095902406	1779990208096483045
robot_7	1779990208	133455473	1779990208135277661	1779990208136143767
robot_8	1779990209	194944539	1779990209195931823	1779990209213383144
robot_7	1779990209	233122427	1779990209234121516	1779990209234825419
robot_8	1779990209	294909326	1779990209296013877	1779990209296627234
robot_7	1779990209	333378820	1779990209334642769	1779990209335720154
robot_8	1779990209	394830157	1779990209395929186	1779990209396510874
robot_7	1779990209	433227437	1779990209434257891	1779990209435032170
robot_8	1779990209	495163043	1779990209498638175	1779990209499247300
robot_7	1779990209	533195944	1779990209534166019	1779990209535073154
robot_8	1779990209	595150518	1779990209596653039	1779990209598174229
robot_7	1779990209	633302555	1779990209634676176	1779990209635525066
robot_8	1779990209	694946748	1779990209695850291	1779990209696379885
robot_7	1779990209	733292215	1779990209734605366	1779990209735700023
robot_8	1779990209	794775516	1779990209795722791	1779990209796317417
